name_of_img,genre,species,sexe,family,1,2,3,4,8,12,14,9_11,5_13_15,6_7
Eumyias_albicaudatus_6_F_Back_Vis_G130201.png,Eumyias,eumyias albicaudatus,F,muscicapidae,79.6,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0
Sylvia_boehmi_4_F_Back_Vis_G122870.png,Sylvia,sylvia boehmi,F,sylviidae,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microeca_flavigaster_1_M_Back_Vis_G172996.png,Microeca,microeca flavigaster,M,petroicidae,66.7,25.2,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0
Dendrocopos_moluccensis_5_F_Back_Vis_Y074374.png,Dendrocopos,dendrocopos moluccensis,F,picidae,37.6,0.0,15.2,0.0,0.0,0.0,47.2,0.0,0.0,0.0
Myadestes_melanops_1_M_Back_Vis_G182192.png,Myadestes,myadestes melanops,M,turdidae,75.7,0.0,8.9,0.0,0.0,0.0,15.4,0.0,0.0,0.0
Carpodacus_pulcherrimus_5_F_Back_Vis_G095156.png,Carpodacus,carpodacus pulcherrimus,F,fringillidae,0.0,0.0,53.5,0.0,0.0,0.0,46.5,0.0,0.0,0.0
Larus_schistisagus_3_F_Back_Vis_Y095535.png,Larus,larus schistisagus,F,laridae,0.0,0.0,0.0,0.0,0.0,0.5,0.0,99.3,0.0,0.2
Ptilinopus_perousii_6_F_Back_Vis_G213259.png,Ptilinopus,ptilinopus perousii,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batis_crypta_2_M_Back_Vis_G174761.png,Batis,batis crypta,M,platysteiridae,89.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eulampis_holosericeus_4_F_Back_Vis_G199015.png,Eulampis,eulampis holosericeus,F,trochilidae,36.2,0.0,25.7,0.0,0.0,0.0,38.1,0.0,0.0,0.0
Aplonis_striata_4_F_Back_Vis_G109575.png,Aplonis,aplonis striata,F,sturnidae,88.1,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0
Psittacula_eques_1_M_Back_Vis_Y051838.png,Psittacula,psittacula eques,M,psittacidae,99.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanolyca_argentigula_3_M_Back_Vis_G127327.png,Cyanolyca,cyanolyca argentigula,M,corvidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mecocerculus_poecilocercus_5_F_Back_Vis_G046665.png,Mecocerculus,mecocerculus poecilocercus,F,tyrannidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spheniscus_humboldti_4_F_Back_Vis_G225604.png,Spheniscus,spheniscus humboldti,F,spheniscidae,0.0,0.0,0.0,0.0,2.5,0.2,0.0,97.3,0.0,0.0
Harpyhaliaetus_coronatus_1_M_Back_Vis_G221681.png,Harpyhaliaetus,harpyhaliaetus coronatus,M,accipitridae,62.0,25.6,0.0,0.0,0.0,0.0,11.7,0.0,0.7,0.0
Saltator_atripennis_4_F_Back_Vis_G060827.png,Saltator,saltator atripennis,F,thraupidae,83.4,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0
Pachycephala_implicata_1_M_Back_Vis_G125279.png,Pachycephala,pachycephala implicata,M,pachycephalidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanellus_leucurus_6_F_Back_Vis_G196446.png,Vanellus,vanellus leucurus,F,charadriidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Piculus_aurulentus_3_M_Back_Vis_G190572.png,Piculus,piculus aurulentus,M,picidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selasphorus_platycercus_2_M_Back_Vis_Y084481.png,Selasphorus,selasphorus platycercus,M,trochilidae,27.8,0.0,43.5,16.2,0.0,0.0,12.5,0.0,0.0,0.0
Alcippe_morrisonia_6_F_Back_Vis_G144370.png,Alcippe,alcippe morrisonia,F,leiothrichidae,95.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xenospiza_baileyi_1_M_Back_Vis_G246900.png,Xenospiza,xenospiza baileyi,M,passerellidae,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calidris_subminuta_1_M_Back_Vis_Y084703.png,Calidris,calidris subminuta,M,scolopacidae,0.0,0.0,16.3,83.7,0.0,0.0,0.0,0.0,0.0,0.0
Ploceus_sakalava_3_M_Back_Vis_G161976.png,Ploceus,ploceus sakalava,M,ploceidae,23.2,66.9,0.3,0.0,0.0,0.0,9.6,0.0,0.0,0.0
Apaloderma_narina_2_M_Back_Vis_Y072542.png,Apaloderma,apaloderma narina,M,trogonidae,68.8,17.8,4.3,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Melanerpes_uropygialis_2_M_Back_Vis_G188638.png,Melanerpes,melanerpes uropygialis,M,picidae,1.4,0.0,76.5,0.0,0.0,0.0,22.1,0.0,0.0,0.0
Falco_naumanni_1_M_Back_Vis_Y096015.png,Falco,falco naumanni,M,falconidae,0.0,0.0,0.0,12.9,2.3,0.0,84.8,0.0,0.0,0.1
Todirostrum_poliocephalum_3_M_Back_Vis_G045158.png,Todirostrum,todirostrum poliocephalum,M,tyrannidae,70.4,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0
Hymenops_perspicillatus_2_M_Back_Vis_G051085.png,Hymenops,hymenops perspicillatus,M,tyrannidae,0.0,0.0,11.4,42.7,0.0,0.0,25.2,0.0,20.7,0.0
Pitta_granatina_3_M_Back_Vis_G042731.png,Pitta,pitta granatina,M,pittidae,86.2,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0
Cypsnagra_hirundinacea_2_M_Back_Vis_G064786.png,Cypsnagra,cypsnagra hirundinacea,M,thraupidae,0.0,99.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harpactes_wardi_3_M_Back_Vis_Y073551.png,Harpactes,harpactes wardi,M,trogonidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chaetura_brachyura_1_M_Back_Vis_G193343.png,Chaetura,chaetura brachyura,M,apodidae,74.9,0.0,10.9,0.0,0.0,0.0,14.2,0.0,0.0,0.0
Patagioenas_nigrirostris_5_F_Back_Vis_G212804.png,Patagioenas,patagioenas nigrirostris,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanerpes_caeruleus_6_F_Back_Vis_G070927.png,Cyanerpes,cyanerpes caeruleus,F,thraupidae,95.2,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
Toxostoma_bendirei_1_M_Back_Vis_G058245.png,Toxostoma,toxostoma bendirei,M,mimidae,0.0,0.0,84.8,12.0,3.2,0.0,0.0,0.0,0.0,0.0
