name_of_img,genre,species,sexe,family,1,2,3,4,8,12,14,9_11,5_13_15,6_7
Microeca_flavigaster_1_M_Back_Vis_G172996.png,Microeca,microeca flavigaster,M,petroicidae,66.7,25.2,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0
Dendrocopos_moluccensis_5_F_Back_Vis_Y074374.png,Dendrocopos,dendrocopos moluccensis,F,picidae,37.6,0.0,15.2,0.0,0.0,0.0,47.2,0.0,0.0,0.0
Carpodacus_pulcherrimus_5_F_Back_Vis_G095156.png,Carpodacus,carpodacus pulcherrimus,F,fringillidae,0.0,0.0,53.5,0.0,0.0,0.0,46.5,0.0,0.0,0.0
Penelopides_affinis_5_F_Back_Vis_G217084.png,Penelopides,penelopides affinis,F,bucerotidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larus_schistisagus_3_F_Back_Vis_Y095535.png,Larus,larus schistisagus,F,laridae,0.0,0.0,0.0,0.0,0.0,0.5,0.0,99.3,0.0,0.2
Ptilinopus_perousii_6_F_Back_Vis_G213259.png,Ptilinopus,ptilinopus perousii,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eulampis_holosericeus_4_F_Back_Vis_G199015.png,Eulampis,eulampis holosericeus,F,trochilidae,36.2,0.0,25.7,0.0,0.0,0.0,38.1,0.0,0.0,0.0
Aplonis_striata_4_F_Back_Vis_G109575.png,Aplonis,aplonis striata,F,sturnidae,88.1,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0
Padda_oryzivora_5_F_Back_Vis_G158750.png,Padda,padda oryzivora,F,estrildidae,0.0,32.6,15.1,1.7,0.0,0.0,50.7,0.0,0.0,0.0
Psittacula_eques_1_M_Back_Vis_Y051838.png,Psittacula,psittacula eques,M,psittacidae,99.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mecocerculus_poecilocercus_5_F_Back_Vis_G046665.png,Mecocerculus,mecocerculus poecilocercus,F,tyrannidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spheniscus_humboldti_4_F_Back_Vis_G225604.png,Spheniscus,spheniscus humboldti,F,spheniscidae,0.0,0.0,0.0,0.0,2.5,0.2,0.0,97.3,0.0,0.0
Harpyhaliaetus_coronatus_1_M_Back_Vis_G221681.png,Harpyhaliaetus,harpyhaliaetus coronatus,M,accipitridae,62.0,25.6,0.0,0.0,0.0,0.0,11.7,0.0,0.7,0.0
Pachycephala_implicata_1_M_Back_Vis_G125279.png,Pachycephala,pachycephala implicata,M,pachycephalidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanellus_leucurus_6_F_Back_Vis_G196446.png,Vanellus,vanellus leucurus,F,charadriidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Cistothorus_platensis_5_F_Back_Vis_G072390.png,Cistothorus,cistothorus platensis,F,troglodytidae,0.0,5.6,0.0,46.3,0.0,0.0,37.1,0.0,11.0,0.0
Alcippe_morrisonia_6_F_Back_Vis_G144370.png,Alcippe,alcippe morrisonia,F,leiothrichidae,95.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xenospiza_baileyi_1_M_Back_Vis_G246900.png,Xenospiza,xenospiza baileyi,M,passerellidae,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calidris_subminuta_1_M_Back_Vis_Y084703.png,Calidris,calidris subminuta,M,scolopacidae,0.0,0.0,16.3,83.7,0.0,0.0,0.0,0.0,0.0,0.0
Ploceus_sakalava_3_M_Back_Vis_G161976.png,Ploceus,ploceus sakalava,M,ploceidae,23.2,66.9,0.3,0.0,0.0,0.0,9.6,0.0,0.0,0.0
Aenigmatolimnas_marginalis_3_M_Back_Vis_G203638.png,Aenigmatolimnas,aenigmatolimnas marginalis,M,rallidae,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,32.0,0.0
Apaloderma_narina_2_M_Back_Vis_Y072542.png,Apaloderma,apaloderma narina,M,trogonidae,68.8,17.8,4.3,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Melanerpes_uropygialis_2_M_Back_Vis_G188638.png,Melanerpes,melanerpes uropygialis,M,picidae,1.4,0.0,76.5,0.0,0.0,0.0,22.1,0.0,0.0,0.0
Falco_naumanni_1_M_Back_Vis_Y096015.png,Falco,falco naumanni,M,falconidae,0.0,0.0,0.0,12.9,2.3,0.0,84.8,0.0,0.0,0.1
Todirostrum_poliocephalum_3_M_Back_Vis_G045158.png,Todirostrum,todirostrum poliocephalum,M,tyrannidae,70.4,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0
Hymenops_perspicillatus_2_M_Back_Vis_G051085.png,Hymenops,hymenops perspicillatus,M,tyrannidae,0.0,0.0,11.4,42.7,0.0,0.0,25.2,0.0,20.7,0.0
Harpactes_wardi_3_M_Back_Vis_Y073551.png,Harpactes,harpactes wardi,M,trogonidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patagioenas_nigrirostris_5_F_Back_Vis_G212804.png,Patagioenas,patagioenas nigrirostris,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanerpes_caeruleus_6_F_Back_Vis_G070927.png,Cyanerpes,cyanerpes caeruleus,F,thraupidae,95.2,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
Toxostoma_bendirei_1_M_Back_Vis_G058245.png,Toxostoma,toxostoma bendirei,M,mimidae,0.0,0.0,84.8,12.0,3.2,0.0,0.0,0.0,0.0,0.0
Erythrura_prasina_2_M_Back_Vis_G157659.png,Erythrura,erythrura prasina,M,estrildidae,98.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudoleistes_virescens_6_F_Back_Vis_G056620.png,Pseudoleistes,pseudoleistes virescens,F,icteridae,0.0,0.0,0.0,0.0,0.0,0.0,53.8,0.0,46.2,0.0
Syrigma_sibilatrix_4_F_Back_Vis_G229270.png,Syrigma,syrigma sibilatrix,F,ardeidae,0.0,42.5,0.0,23.4,0.0,0.0,25.1,0.0,8.9,0.0
Malimbus_cassini_1_M_Back_Vis_G162439.png,Malimbus,malimbus cassini,M,ploceidae,96.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0
Melignomon_zenkeri_5_F_Back_Vis_Y076793.png,Melignomon,melignomon zenkeri,F,indicatoridae,97.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
Carpodacus_mexicanus_4_F_Back_Vis_G095114.png,Carpodacus,carpodacus mexicanus,F,fringillidae,0.0,0.0,32.4,9.5,0.0,0.0,58.1,0.0,0.0,0.0
Daphoenositta_chrysoptera_1_M_Back_Vis_G171359.png,Daphoenositta,daphoenositta chrysoptera,M,neosittidae,88.3,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alophoixus_finschii_3_M_Back_Vis_G100054.png,Alophoixus,alophoixus finschii,M,pycnonotidae,96.2,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0
Polioptila_nigriceps_1_M_Back_Vis_G037765.png,Polioptila,polioptila nigriceps,M,polioptilidae,43.1,0.0,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columba_elphinstonii_4_F_Back_Vis_G211301.png,Columba,columba elphinstonii,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charmosyna_placentis_4_F_Back_Vis_G113968.png,Charmosyna,charmosyna placentis,F,psittacidae,85.0,0.2,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0
Sericornis_nouhuysi_5_F_Back_Vis_G125747.png,Sericornis,sericornis nouhuysi,F,acanthizidae,90.7,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0
Diglossa_gloriosa_4_F_Back_Vis_G071291.png,Diglossa,diglossa gloriosa,F,thraupidae,48.3,0.0,27.4,0.0,0.0,0.0,24.3,0.0,0.0,0.0
Campylorhamphus_falcularius_2_M_Back_Vis_G059556.png,Campylorhamphus,campylorhamphus falcularius,M,furnariidae,89.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psophocichla_litsitsirupa_3_M_Back_Vis_G182775.png,Psophocichla,psophocichla litsitsirupa,M,turdidae,8.0,0.0,42.2,22.9,0.0,0.0,26.9,0.0,0.0,0.0
Spindalis_zena_6_F_Back_Vis_G066690.png,Spindalis,spindalis zena,F,spindalidae,68.1,0.0,17.4,0.0,0.0,0.0,14.4,0.0,0.0,0.0
Macronous_kelleyi_1_M_Back_Vis_G141949.png,Macronous,macronous kelleyi,M,timaliidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porphyrolaema_porphyrolaema_1_M_Back_Vis_G040056.png,Porphyrolaema,porphyrolaema porphyrolaema,M,cotingidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scolopax_rusticola_6_F_Back_Vis_Y078199.png,Scolopax,scolopax rusticola,F,scolopacidae,25.1,0.0,12.1,0.0,0.0,0.0,62.8,0.0,0.0,0.0
Aimophila_stolzmanni_1_M_Back_Vis_G075947.png,Aimophila,aimophila stolzmanni,M,passerellidae,16.0,0.0,82.1,0.0,0.0,0.0,0.0,0.0,1.8,0.0
Bubalornis_niger_6_F_Back_Vis_G160493.png,Bubalornis,bubalornis niger,F,ploceidae,0.0,92.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catharus_gracilirostris_1_M_Back_Vis_G182318.png,Catharus,catharus gracilirostris,M,turdidae,72.7,0.0,15.5,0.0,0.0,0.0,11.8,0.0,0.0,0.0
Grallaricula_flavirostris_2_F_Back_Vis_G176531.png,Grallaricula,grallaricula flavirostris,F,grallariidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penelopides_exarhatus_2_F_Back_Vis_G246182.png,Penelopides,penelopides exarhatus,F,bucerotidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phylloscopus_coronatus_1_M_Back_Vis_G118838.png,Phylloscopus,phylloscopus coronatus,M,phylloscopidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ploceus_taeniopterus_5_F_Back_Vis_G161335.png,Ploceus,ploceus taeniopterus,F,ploceidae,0.0,40.2,0.0,0.1,0.0,0.0,0.0,0.0,59.7,0.0
Todiramphus_diops_6_F_Back_Vis_G180116.png,Todiramphus,todiramphus diops,F,alcedinidae,72.5,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0
Phalacrocorax_chalconotus_2_F_Back_Vis_G227580.png,Phalacrocorax,phalacrocorax chalconotus,F,phalacrocoracidae,0.0,0.0,0.0,0.0,0.0,0.7,0.0,99.3,0.0,0.0
Phacellodomus_rufifrons_3_U_Back_Vis_G103815.png,Phacellodomus,phacellodomus rufifrons,U,furnariidae,22.1,54.0,2.9,0.0,0.0,0.0,21.0,0.0,0.0,0.0
Triclaria_malachitacea_1_M_Back_Vis_Y051594.png,Triclaria,triclaria malachitacea,M,psittacidae,86.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0
Aulacorhynchus_sulcatus_4_F_Back_Vis_Y071491.png,Aulacorhynchus,aulacorhynchus sulcatus,F,ramphastidae,95.1,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0
Ptilinopus_hyogastrus_1_M_Back_Vis_G213817.png,Ptilinopus,ptilinopus hyogastrus,M,columbidae,85.5,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0
Lanius_sphenocercus_6_F_Back_Vis_Y059163.png,Lanius,lanius sphenocercus,F,laniidae,0.0,0.0,6.7,36.6,3.4,0.0,53.3,0.0,0.0,0.0
Meliphaga_gracilis_6_F_Back_Vis_Y067795.png,Meliphaga,meliphaga gracilis,F,meliphagidae,86.3,11.7,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0
Picus_vittatus_2_M_Back_Vis_G191154.png,Picus,picus vittatus,M,picidae,65.8,0.0,6.8,0.0,0.0,0.0,27.4,0.0,0.0,0.0
Eulacestoma_nigropectus_1_M_Back_Vis_G168019.png,Eulacestoma,eulacestoma nigropectus,M,eulacestomatidae,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Cacomantis_castaneiventris_4_F_Back_Vis_G205404.png,Cacomantis,cacomantis castaneiventris,F,cuculidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trogon_bairdii_1_M_Back_Vis_Y072801.png,Trogon,trogon bairdii,M,trogonidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larus_argentatus_4_F_Back_Vis_Y095505.png,Larus,larus argentatus,F,laridae,0.0,0.0,0.0,0.0,0.0,4.1,67.8,15.1,13.0,0.0
Piranga_olivacea_2_M_Back_Vis_G060018.png,Piranga,piranga olivacea,M,cardinalidae,86.1,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0
Pycnonotus_xanthopygos_1_M_Back_Vis_G097625.png,Pycnonotus,pycnonotus xanthopygos,M,pycnonotidae,0.9,0.0,7.1,0.0,0.0,0.0,86.0,0.0,5.9,0.0
Myiophobus_fasciatus_3_M_Back_Vis_G048284.png,Myiophobus,myiophobus fasciatus,M,tyrannidae,34.6,31.0,8.9,0.0,0.0,0.0,25.6,0.0,0.0,0.0
Picus_squamatus_1_M_Back_Vis_G191958.png,Picus,picus squamatus,M,picidae,53.5,0.0,13.9,0.0,0.0,0.0,32.5,0.0,0.0,0.0
Tachycineta_leucorrhoa_2_M_Back_Vis_G078873.png,Tachycineta,tachycineta leucorrhoa,M,hirundinidae,9.4,33.0,0.0,20.2,0.0,0.1,25.2,0.0,11.9,0.0
Niltava_sumatrana_6_F_Back_Vis_G130411.png,Niltava,niltava sumatrana,F,muscicapidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangsia_edwardsi_1_M_Back_Vis_G067047.png,Bangsia,bangsia edwardsi,M,thraupidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collocalia_mearnsi_4_F_Back_Vis_G192448.png,Collocalia,collocalia mearnsi,F,apodidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanerpes_cyaneus_1_M_Back_Vis_G070933.png,Cyanerpes,cyanerpes cyaneus,M,thraupidae,68.3,4.1,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0
Cinnyricinclus_leucogaster_5_F_Back_Vis_G136342.png,Cinnyricinclus,cinnyricinclus leucogaster,F,sturnidae,10.9,66.4,7.6,0.0,0.0,0.0,12.7,0.0,2.3,0.0
Carpodacus_rhodochlamys_3_M_Back_Vis_G095477.png,Carpodacus,carpodacus rhodochlamys,M,fringillidae,0.0,0.0,14.8,77.2,0.0,0.0,8.0,0.0,0.0,0.0
Bombycilla_cedrorum_6_F_Back_Vis_G072871.png,Bombycilla,bombycilla cedrorum,F,bombycillidae,64.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,6.1,0.0
Trogon_massena_4_F_Back_Vis_Y072716.png,Trogon,trogon massena,F,trogonidae,84.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Parus_afer_5_F_Back_Vis_G091521.png,Parus,parus afer,F,paridae,0.0,0.0,69.4,0.0,0.0,0.0,26.0,0.0,3.6,1.0
Estrilda_caerulescens_3_M_Back_Vis_G156478.png,Estrilda,estrilda caerulescens,M,estrildidae,0.0,69.6,0.1,0.0,0.0,0.0,30.3,0.0,0.0,0.0
Athene_brama_6_F_Back_Vis_Y091924.png,Athene,athene brama,F,strigidae,0.0,0.0,0.0,0.0,0.9,0.0,99.1,0.0,0.0,0.0
Cuculus_pallidus_6_F_Back_Vis_G204642.png,Cuculus,cuculus pallidus,F,cuculidae,42.1,0.0,26.8,0.0,0.0,0.0,31.2,0.0,0.0,0.0
Stactolaema_leucotis_5_F_Back_Vis_G185570.png,Stactolaema,stactolaema leucotis,F,lybiidae,70.9,0.0,0.0,0.0,0.0,0.0,29.1,0.0,0.0,0.0
Remiz_pendulinus_5_F_Back_Vis_G037978.png,Remiz,remiz pendulinus,F,remizidae,8.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,64.7,0.0
Anthreptes_longuemarei_3_M_Back_Vis_G163880.png,Anthreptes,anthreptes longuemarei,M,nectariniidae,35.4,63.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0
Aphelocoma_unicolor_3_M_Back_Vis_Y052805.png,Aphelocoma,aphelocoma unicolor,M,corvidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tachyphonus_surinamus_5_F_Back_Vis_G066166.png,Tachyphonus,tachyphonus surinamus,F,thraupidae,96.2,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sporophila_telasco_1_M_Back_Vis_G083468.png,Sporophila,sporophila telasco,M,thraupidae,0.0,0.0,47.4,12.0,0.0,0.0,32.9,0.0,7.7,0.0
Estrilda_quartinia_2_M_Back_Vis_G156556.png,Estrilda,estrilda quartinia,M,estrildidae,0.0,0.0,93.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0
Andigena_laminirostris_4_F_Back_Vis_Y072277.png,Andigena,andigena laminirostris,F,ramphastidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlamydotis_undulata_1_M_Back_Vis_G224088.png,Chlamydotis,chlamydotis undulata,M,otididae,0.0,0.0,0.0,26.3,73.7,0.0,0.0,0.0,0.0,0.0
Columba_palumboides_2_M_Back_Vis_G211385.png,Columba,columba palumboides,M,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ficedula_hypoleuca_5_F_Back_Vis_G111252.png,Ficedula,ficedula hypoleuca,F,muscicapidae,31.3,0.0,0.0,0.0,0.0,0.0,68.7,0.0,0.0,0.0
Chalcopsitta_sintillata_4_F_Back_Vis_G112419.png,Chalcopsitta,chalcopsitta sintillata,F,psittacidae,84.6,0.7,0.0,0.0,0.0,0.0,11.9,0.0,2.8,0.0
Ptilinopus_regina_6_F_Back_Vis_G213399.png,Ptilinopus,ptilinopus regina,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
